configuration,strides,dilation,input_batch,input_width,input_height,input_channel,kernel_width,kernel_height,kernel_input_channel,kernel_multiplier,output_batch,output_width,output_height,output_channel,output_multiplier,permuation_order_1,permuation_order_2,permuation_order_3,permuation_order_4,permuation_order_5,permuation_order_6,actual_input_batch,actual_input_width,actual_input_height,actual_input_channel,actual_kernel_width,actual_kernel_height,actual_kernel_input_channels,actual_output_batch,actual_output_width,actual_output_height,actual_output_channel,number_of_tiles,simulation_cycles,total_power,area,runtime_in_s,gflops,gflops_per_watt,energy_consumed,flop_count
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_012345,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,1,2,3,4,5,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.0076,62864.0,0.026799,0.033702,4.434474,0.0002036724,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_012354,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,1,2,3,5,4,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00749,61432.0,0.026799,0.033702,4.499599,0.00020072451,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_013245,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,1,3,2,4,5,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00756,61880.0,0.026799,0.033702,4.457937,0.00020260044,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_013254,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,1,3,2,5,4,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00749,61432.0,0.026799,0.033702,4.499599,0.00020072451,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_021345,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,2,1,3,4,5,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00736,61358.0,0.026799,0.033702,4.579076,0.00019724064,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_021354,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,2,1,3,5,4,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00748,61960.0,0.026799,0.033702,4.505615,0.00020045652,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_023145,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,3,1,2,4,5,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00749,61842.0,0.026799,0.033702,4.499599,0.00020072451,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_023154,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,3,1,2,5,4,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00749,62018.0,0.026799,0.033702,4.499599,0.00020072451,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_031245,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,2,3,1,4,5,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00752,61881.0,0.026799,0.033702,4.481649,0.00020152848,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_031254,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,2,3,1,5,4,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00749,61432.0,0.026799,0.033702,4.499599,0.00020072451,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_032145,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,3,2,1,4,5,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00744,61291.0,0.026799,0.033702,4.529839,0.00019938456,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_032154,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,3,2,1,5,4,1,113,113,1,3,3,1,1,56,56,1,16.0,2679904.0,0.00749,62018.0,0.026799,0.033702,4.499599,0.00020072451,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_034512,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,4,5,1,2,3,1,113,113,1,3,3,1,1,56,56,1,16.0,3953600.0,0.00707,59034.0,0.039536,0.022844,3.231117,0.00027951952,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_034521,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,5,4,1,2,3,1,113,113,1,3,3,1,1,56,56,1,16.0,3953600.0,0.00692,57731.0,0.039536,0.022844,3.301156,0.00027358912,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_035412,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,4,5,1,3,2,1,113,113,1,3,3,1,1,56,56,1,16.0,3941824.0,0.00706,58135.0,0.039418,0.022913,3.245467,0.00027829108,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_035421,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,5,4,1,3,2,1,113,113,1,3,3,1,1,56,56,1,16.0,3941824.0,0.00696,58023.0,0.039418,0.022913,3.292098,0.00027434928,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_043512,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,4,5,2,1,3,1,113,113,1,3,3,1,1,56,56,1,16.0,3953600.0,0.00711,58891.0,0.039536,0.022844,3.21294,0.00028110096,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_043521,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,5,4,2,1,3,1,113,113,1,3,3,1,1,56,56,1,16.0,3953600.0,0.00681,57468.0,0.039536,0.022844,3.354479,0.00026924016,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_045312,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,4,5,3,1,2,1,113,113,1,3,3,1,1,56,56,1,16.0,3953600.0,0.00707,59034.0,0.039536,0.022844,3.231117,0.00027951952,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_045321,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,5,4,3,1,2,1,113,113,1,3,3,1,1,56,56,1,16.0,3953600.0,0.00692,57731.0,0.039536,0.022844,3.301156,0.00027358912,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_053412,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,4,5,2,3,1,1,113,113,1,3,3,1,1,56,56,1,16.0,3941824.0,0.00693,58201.0,0.039418,0.022913,3.306349,0.00027316674,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_053421,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,5,4,2,3,1,1,113,113,1,3,3,1,1,56,56,1,16.0,3941824.0,0.00684,57813.0,0.039418,0.022913,3.349854,0.00026961912,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_054312,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,4,5,3,2,1,1,113,113,1,3,3,1,1,56,56,1,16.0,3941824.0,0.00706,58135.0,0.039418,0.022913,3.245467,0.00027829108,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_1_054321,2,1,1,113,113,16,3,3,16,1,1,56,56,16,1,0,5,4,3,2,1,1,113,113,1,3,3,1,1,56,56,1,16.0,3941824.0,0.00696,58023.0,0.039418,0.022913,3.292098,0.00027434928,903168
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_012345,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,1,2,3,4,5,1,57,57,8,3,3,8,1,28,28,8,9.0,2948913.0,0.0118,96654.0,0.029489,0.034456,2.92,0.0003479702,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_012354,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,1,2,3,5,4,1,57,57,8,3,3,8,1,28,28,8,9.0,2948913.0,0.012,97616.0,0.029489,0.034456,2.871333,0.000353868,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_013245,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,1,3,2,4,5,1,57,57,8,3,3,8,1,28,28,8,9.0,2399553.0,0.0127,102401.0,0.023996,0.042343,3.334094,0.0003047492,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_013254,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,1,3,2,5,4,1,57,57,8,3,3,8,1,28,28,8,9.0,2399553.0,0.0124,101463.0,0.023996,0.042343,3.414758,0.0002975504,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_021345,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,2,1,3,4,5,1,57,57,8,3,3,8,1,28,28,8,9.0,2948913.0,0.0119,96844.0,0.029489,0.034456,2.895462,0.0003509191,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_021354,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,2,1,3,5,4,1,57,57,8,3,3,8,1,28,28,8,9.0,2948913.0,0.0118,97491.0,0.029489,0.034456,2.92,0.0003479702,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_023145,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,3,1,2,4,5,1,57,57,8,3,3,8,1,28,28,8,9.0,2399553.0,0.0127,102420.0,0.023996,0.042343,3.334094,0.0003047492,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_023154,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,3,1,2,5,4,1,57,57,8,3,3,8,1,28,28,8,9.0,2399553.0,0.0125,101919.0,0.023996,0.042343,3.38744,0.00029995,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_031245,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,2,3,1,4,5,1,57,57,8,3,3,8,1,28,28,8,9.0,2379933.0,0.0124,102210.0,0.023799,0.042694,3.443065,0.0002951076,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_031254,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,2,3,1,5,4,1,57,57,8,3,3,8,1,28,28,8,9.0,2379933.0,0.0124,102049.0,0.023799,0.042694,3.443065,0.0002951076,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_032145,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,3,2,1,4,5,1,57,57,8,3,3,8,1,28,28,8,9.0,2379933.0,0.0124,102213.0,0.023799,0.042694,3.443065,0.0002951076,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_032154,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,3,2,1,5,4,1,57,57,8,3,3,8,1,28,28,8,9.0,2379933.0,0.0123,101655.0,0.023799,0.042694,3.471057,0.0002927277,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_034512,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,4,5,1,2,3,1,57,57,8,3,3,8,1,28,28,8,9.0,3808503.0,0.0112,94508.0,0.038085,0.026679,2.382054,0.000426552,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_034521,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,5,4,1,2,3,1,57,57,8,3,3,8,1,28,28,8,9.0,3808503.0,0.0114,94750.0,0.038085,0.026679,2.340263,0.000434169,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_035412,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,4,5,1,3,2,1,57,57,8,3,3,8,1,28,28,8,9.0,3808485.0,0.0113,94320.0,0.038085,0.026679,2.360973,0.0004303605,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_035421,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,5,4,1,3,2,1,57,57,8,3,3,8,1,28,28,8,9.0,3808485.0,0.0114,94841.0,0.038085,0.026679,2.340263,0.000434169,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_043512,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,4,5,2,1,3,1,57,57,8,3,3,8,1,28,28,8,9.0,3808458.0,0.0113,95804.0,0.038085,0.026679,2.360973,0.0004303605,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_043521,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,5,4,2,1,3,1,57,57,8,3,3,8,1,28,28,8,9.0,3808458.0,0.0115,95041.0,0.038085,0.026679,2.319913,0.0004379775,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_045312,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,4,5,3,1,2,1,57,57,8,3,3,8,1,28,28,8,9.0,3808485.0,0.0115,97330.0,0.038085,0.026679,2.319913,0.0004379775,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_045321,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,5,4,3,1,2,1,57,57,8,3,3,8,1,28,28,8,9.0,3808485.0,0.0115,97270.0,0.038085,0.026679,2.319913,0.0004379775,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_053412,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,4,5,2,3,1,1,57,57,8,3,3,8,1,28,28,8,9.0,3808440.0,0.0113,94857.0,0.038084,0.02668,2.361062,0.0004303492,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_053421,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,5,4,2,3,1,1,57,57,8,3,3,8,1,28,28,8,9.0,3808440.0,0.0112,94712.0,0.038084,0.02668,2.382143,0.0004265408,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_054312,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,4,5,3,2,1,1,57,57,8,3,3,8,1,28,28,8,9.0,3808467.0,0.0116,96807.0,0.038085,0.026679,2.299914,0.000441786,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_2_054321,2,1,1,57,57,72,3,3,72,1,1,28,28,72,1,0,5,4,3,2,1,1,57,57,8,3,3,8,1,28,28,8,9.0,3808467.0,0.0117,96859.0,0.038085,0.026679,2.280256,0.0004455945,1016064
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_012345,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,1,2,3,4,5,1,30,30,22,3,3,22,1,28,28,22,4.0,3140504.0,0.0187,160073.0,0.031405,0.039543,2.114599,0.0005872735,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_012354,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,1,2,3,5,4,1,30,30,22,3,3,22,1,28,28,22,4.0,3140504.0,0.0185,158721.0,0.031405,0.039543,2.137459,0.0005809925,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_013245,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,1,3,2,4,5,1,30,30,22,3,3,22,1,28,28,22,4.0,2474552.0,0.0189,165163.0,0.024746,0.050184,2.655238,0.0004676994,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_013254,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,1,3,2,5,4,1,30,30,22,3,3,22,1,28,28,22,4.0,2474552.0,0.0188,164655.0,0.024746,0.050184,2.669362,0.0004652248,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_021345,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,2,1,3,4,5,1,30,30,22,3,3,22,1,28,28,22,4.0,3140504.0,0.0183,158745.0,0.031405,0.039543,2.16082,0.0005747115,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_021354,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,2,1,3,5,4,1,30,30,22,3,3,22,1,28,28,22,4.0,3140504.0,0.0183,158705.0,0.031405,0.039543,2.16082,0.0005747115,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_023145,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,3,1,2,4,5,1,30,30,22,3,3,22,1,28,28,22,4.0,2474552.0,0.0187,163940.0,0.024746,0.050184,2.683636,0.0004627502,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_023154,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,3,1,2,5,4,1,30,30,22,3,3,22,1,28,28,22,4.0,2474552.0,0.0193,164877.0,0.024746,0.050184,2.600207,0.0004775978,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_031245,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,2,3,1,4,5,1,30,30,22,3,3,22,1,28,28,22,4.0,2450768.0,0.0186,164029.0,0.024508,0.050671,2.724247,0.0004558488,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_031254,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,2,3,1,5,4,1,30,30,22,3,3,22,1,28,28,22,4.0,2450768.0,0.0191,164729.0,0.024508,0.050671,2.652932,0.0004681028,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_032145,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,3,2,1,4,5,1,30,30,22,3,3,22,1,28,28,22,4.0,2450768.0,0.0188,162389.0,0.024508,0.050671,2.695266,0.0004607504,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_032154,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,3,2,1,5,4,1,30,30,22,3,3,22,1,28,28,22,4.0,2450768.0,0.019,163110.0,0.024508,0.050671,2.666895,0.000465652,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_034512,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,4,5,1,2,3,1,30,30,22,3,3,22,1,28,28,22,4.0,4196776.0,0.0185,157853.0,0.041968,0.029591,1.599514,0.000776408,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_034521,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,5,4,1,2,3,1,30,30,22,3,3,22,1,28,28,22,4.0,4196776.0,0.0177,156838.0,0.041968,0.029591,1.671808,0.0007428336,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_035412,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,4,5,1,3,2,1,30,30,22,3,3,22,1,28,28,22,4.0,4196776.0,0.0187,158471.0,0.041968,0.029591,1.582406,0.0007848016,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_035421,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,5,4,1,3,2,1,30,30,22,3,3,22,1,28,28,22,4.0,4196776.0,0.0183,158232.0,0.041968,0.029591,1.616995,0.0007680144,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_043512,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,4,5,2,1,3,1,30,30,22,3,3,22,1,28,28,22,4.0,4196700.0,0.0183,157683.0,0.041967,0.029591,1.616995,0.0007679961,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_043521,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,5,4,2,1,3,1,30,30,22,3,3,22,1,28,28,22,4.0,4196700.0,0.0179,157489.0,0.041967,0.029591,1.653128,0.0007512093,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_045312,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,4,5,3,1,2,1,30,30,22,3,3,22,1,28,28,22,4.0,4196712.0,0.0187,159522.0,0.041967,0.029591,1.582406,0.0007847829,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_045321,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,5,4,3,1,2,1,30,30,22,3,3,22,1,28,28,22,4.0,4196712.0,0.0182,160034.0,0.041967,0.029591,1.625879,0.0007637994,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_053412,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,4,5,2,3,1,1,30,30,22,3,3,22,1,28,28,22,4.0,4196700.0,0.0182,157586.0,0.041967,0.029591,1.625879,0.0007637994,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_053421,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,5,4,2,3,1,1,30,30,22,3,3,22,1,28,28,22,4.0,4196700.0,0.0185,157911.0,0.041967,0.029591,1.599514,0.0007763895,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_054312,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,4,5,3,2,1,1,30,30,22,3,3,22,1,28,28,22,4.0,4196712.0,0.0186,160151.0,0.041967,0.029591,1.590914,0.0007805862,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_3_054321,1,1,1,30,30,88,3,3,88,1,1,28,28,88,1,0,5,4,3,2,1,1,30,30,22,3,3,22,1,28,28,22,4.0,4196712.0,0.0187,161189.0,0.041967,0.029591,1.582406,0.0007847829,1241856
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_012345,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,1,2,3,4,5,1,31,31,32,5,5,32,1,14,14,32,3.0,2472366.0,0.0121,103736.0,0.024724,0.038052,3.144793,0.0002991604,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_012354,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,1,2,3,5,4,1,31,31,32,5,5,32,1,14,14,32,3.0,2472366.0,0.0123,104941.0,0.024724,0.038052,3.093659,0.0003041052,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_013245,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,1,3,2,4,5,1,31,31,32,5,5,32,1,14,14,32,3.0,2018850.0,0.0125,108776.0,0.020189,0.0466,3.728,0.0002523625,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_013254,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,1,3,2,5,4,1,31,31,32,5,5,32,1,14,14,32,3.0,2018850.0,0.0127,109613.0,0.020189,0.0466,3.669291,0.0002564003,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_021345,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,2,1,3,4,5,1,31,31,32,5,5,32,1,14,14,32,3.0,2472366.0,0.0124,104216.0,0.024724,0.038052,3.06871,0.0003065776,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_021354,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,2,1,3,5,4,1,31,31,32,5,5,32,1,14,14,32,3.0,2472366.0,0.0123,104909.0,0.024724,0.038052,3.093659,0.0003041052,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_023145,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,3,1,2,4,5,1,31,31,32,5,5,32,1,14,14,32,3.0,2018850.0,0.0125,107772.0,0.020189,0.0466,3.728,0.0002523625,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_023154,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,3,1,2,5,4,1,31,31,32,5,5,32,1,14,14,32,3.0,2018850.0,0.0124,108411.0,0.020189,0.0466,3.758065,0.0002503436,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_031245,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,2,3,1,4,5,1,31,31,32,5,5,32,1,14,14,32,3.0,1986456.0,0.0124,107020.0,0.019865,0.04736,3.819355,0.000246326,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_031254,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,2,3,1,5,4,1,31,31,32,5,5,32,1,14,14,32,3.0,1986456.0,0.0125,108270.0,0.019865,0.04736,3.7888,0.0002483125,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_032145,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,3,2,1,4,5,1,31,31,32,5,5,32,1,14,14,32,3.0,1986456.0,0.0123,106590.0,0.019865,0.04736,3.850407,0.0002443395,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_032154,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,3,2,1,5,4,1,31,31,32,5,5,32,1,14,14,32,3.0,1986456.0,0.0124,107999.0,0.019865,0.04736,3.819355,0.000246326,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_034512,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,4,5,1,2,3,1,31,31,32,5,5,32,1,14,14,32,3.0,2927058.0,0.00638,55724.0,0.029271,0.032141,5.037774,0.00018674898,940800
mobilenetv3_small_permute_depthwise_conv2d_multiplier_4_034521,2,1,1,31,31,96,5,5,96,1,1,14,14,96,1,0,5,4,1,2,3,1,31,31,32,5,5,32,1,14,14,32,3.0,2927058.0,0.0064,55463.0,0.029271,0.032141,5.022031,0.0001873344,940800
