configuration,strides,dilation,input_batch,input_width,input_height,input_channel,kernel_width,kernel_height,kernel_input_channel,kernel_multiplier,output_batch,output_width,output_height,output_channel,output_multiplier,permuation_order_1,permuation_order_2,permuation_order_3,permuation_order_4,permuation_order_5,permuation_order_6,actual_input_batch,actual_input_width,actual_input_height,actual_input_channel,actual_kernel_width,actual_kernel_height,actual_kernel_input_channels,actual_output_batch,actual_output_width,actual_output_height,actual_output_channel,number_of_tiles,simulation_cycles,total_power,area,runtime_in_s,gflops,gflops_per_watt,energy_consumed,flop_count
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_023145,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,3,1,2,4,5,1,18,18,24,5,5,24,1,14,14,24,6.0,2446452.0,0.0229,190066.0,0.024465,0.057682,2.518865,0.0005602485,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_023154,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,3,1,2,5,4,1,18,18,24,5,5,24,1,14,14,24,6.0,2446452.0,0.0226,188259.0,0.024465,0.057682,2.552301,0.000552909,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_031245,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,2,3,1,4,5,1,18,18,24,5,5,24,1,14,14,24,6.0,2397840.0,0.0227,189036.0,0.023978,0.058854,2.592687,0.0005443006,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_031254,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,2,3,1,5,4,1,18,18,24,5,5,24,1,14,14,24,6.0,2397840.0,0.0222,186882.0,0.023978,0.058854,2.651081,0.0005323116,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_032145,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,3,2,1,4,5,1,18,18,24,5,5,24,1,14,14,24,6.0,2397840.0,0.0227,189518.0,0.023978,0.058854,2.592687,0.0005443006,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_032154,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,3,2,1,5,4,1,18,18,24,5,5,24,1,14,14,24,6.0,2397840.0,0.0222,187903.0,0.023978,0.058854,2.651081,0.0005323116,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_034512,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,4,5,1,2,3,1,18,18,24,5,5,24,1,14,14,24,6.0,4785792.0,0.0222,189558.0,0.047858,0.029487,1.328243,0.0010624476,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_034521,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,5,4,1,2,3,1,18,18,24,5,5,24,1,14,14,24,6.0,4513632.0,0.0193,160337.0,0.045136,0.031266,1.62,0.0008711248,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_035412,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,4,5,1,3,2,1,18,18,24,5,5,24,1,14,14,24,6.0,4513632.0,0.0197,161206.0,0.045136,0.031266,1.587107,0.0008891792,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_035421,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,5,4,1,3,2,1,18,18,24,5,5,24,1,14,14,24,6.0,4513632.0,0.0196,163658.0,0.045136,0.031266,1.595204,0.0008846656,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_043512,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,4,5,2,1,3,1,18,18,24,5,5,24,1,14,14,24,6.0,4785678.0,0.0225,190527.0,0.047857,0.029488,1.310578,0.0010767825,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_043521,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,5,4,2,1,3,1,18,18,24,5,5,24,1,14,14,24,6.0,4513518.0,0.0192,161893.0,0.045135,0.031266,1.628438,0.000866592,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_045312,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,4,5,3,1,2,1,18,18,24,5,5,24,1,14,14,24,6.0,5219268.0,0.0163,133048.0,0.052193,0.027038,1.658773,0.0008507459,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_045321,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,5,4,3,1,2,1,18,18,24,5,5,24,1,14,14,24,6.0,3808068.0,0.0162,133065.0,0.038081,0.037058,2.287531,0.0006169122,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_053412,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,4,5,2,3,1,1,18,18,24,5,5,24,1,14,14,24,6.0,4513518.0,0.0194,161056.0,0.045135,0.031266,1.611649,0.000875619,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_053421,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,5,4,2,3,1,1,18,18,24,5,5,24,1,14,14,24,6.0,4513518.0,0.0195,163181.0,0.045135,0.031266,1.603385,0.0008801325,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_054312,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,4,5,3,2,1,1,18,18,24,5,5,24,1,14,14,24,6.0,5219268.0,0.0161,133098.0,0.052193,0.027038,1.679379,0.0008403073,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_8_054321,1,1,1,18,18,144,5,5,144,1,1,14,14,144,1,0,5,4,3,2,1,1,18,18,24,5,5,24,1,14,14,24,6.0,3808068.0,0.0167,133252.0,0.038081,0.037058,2.219042,0.0006359527,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_012345,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,1,2,3,4,5,1,17,17,32,5,5,32,1,7,7,32,9.0,1932570.0,0.0156,130717.0,0.019326,0.03651,2.340385,0.0003014856,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_012354,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,1,2,3,5,4,1,17,17,32,5,5,32,1,7,7,32,9.0,1935324.0,0.0157,132047.0,0.019353,0.036459,2.322229,0.0003038421,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_013245,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,1,3,2,4,5,1,17,17,32,5,5,32,1,7,7,32,9.0,1619649.0,0.0162,136129.0,0.016196,0.043566,2.689259,0.0002623752,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_013254,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,1,3,2,5,4,1,17,17,32,5,5,32,1,7,7,32,9.0,1619649.0,0.0162,137043.0,0.016196,0.043566,2.689259,0.0002623752,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_021345,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,2,1,3,4,5,1,17,17,32,5,5,32,1,7,7,32,9.0,1932570.0,0.0157,130937.0,0.019326,0.03651,2.325478,0.0003034182,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_021354,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,2,1,3,5,4,1,17,17,32,5,5,32,1,7,7,32,9.0,1932570.0,0.0159,131293.0,0.019326,0.03651,2.296226,0.0003072834,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_023145,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,3,1,2,4,5,1,17,17,32,5,5,32,1,7,7,32,9.0,1619649.0,0.016,135348.0,0.016196,0.043566,2.722875,0.000259136,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_023154,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,3,1,2,5,4,1,17,17,32,5,5,32,1,7,7,32,9.0,1619649.0,0.0165,136082.0,0.016196,0.043566,2.640364,0.000267234,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_031245,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,2,3,1,4,5,1,17,17,32,5,5,32,1,7,7,32,9.0,1574946.0,0.0161,134494.0,0.015749,0.044803,2.782795,0.0002535589,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_031254,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,2,3,1,5,4,1,17,17,32,5,5,32,1,7,7,32,9.0,1574946.0,0.016,134905.0,0.015749,0.044803,2.800188,0.000251984,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_032145,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,3,2,1,4,5,1,17,17,32,5,5,32,1,7,7,32,9.0,1574946.0,0.0158,134430.0,0.015749,0.044803,2.835633,0.0002488342,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_032154,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,3,2,1,5,4,1,17,17,32,5,5,32,1,7,7,32,9.0,1574946.0,0.016,135441.0,0.015749,0.044803,2.800188,0.000251984,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_034512,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,4,5,1,2,3,1,17,17,32,5,5,32,1,7,7,32,9.0,2669058.0,0.0114,101849.0,0.026691,0.026436,2.318947,0.0003042774,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_034521,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,5,4,1,2,3,1,17,17,32,5,5,32,1,7,7,32,9.0,2568258.0,0.0111,100069.0,0.025683,0.027473,2.475045,0.0002850813,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_035412,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,4,5,1,3,2,1,17,17,32,5,5,32,1,7,7,32,9.0,2669058.0,0.0115,101278.0,0.026691,0.026436,2.298783,0.0003069465,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_035421,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,5,4,1,3,2,1,17,17,32,5,5,32,1,7,7,32,9.0,2568258.0,0.0109,99661.0,0.025683,0.027473,2.520459,0.0002799447,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_043512,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,4,5,2,1,3,1,17,17,32,5,5,32,1,7,7,32,9.0,2668815.0,0.0116,102174.0,0.026688,0.026439,2.279224,0.0003095808,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_043521,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,5,4,2,1,3,1,17,17,32,5,5,32,1,7,7,32,9.0,2568015.0,0.011,100823.0,0.02568,0.027477,2.497909,0.00028248,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_045312,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,4,5,3,1,2,1,17,17,32,5,5,32,1,7,7,32,9.0,2667600.0,0.0115,101759.0,0.026676,0.026451,2.300087,0.000306774,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_045321,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,5,4,3,1,2,1,17,17,32,5,5,32,1,7,7,32,9.0,2566800.0,0.011,100268.0,0.025668,0.027489,2.499,0.000282348,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_053412,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,4,5,2,3,1,1,17,17,32,5,5,32,1,7,7,32,9.0,2668815.0,0.0113,100783.0,0.026688,0.026439,2.339735,0.0003015744,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_053421,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,5,4,2,3,1,1,17,17,32,5,5,32,1,7,7,32,9.0,2568015.0,0.0108,99638.0,0.02568,0.027477,2.544167,0.000277344,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_054312,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,4,5,3,2,1,1,17,17,32,5,5,32,1,7,7,32,9.0,2667600.0,0.0114,101718.0,0.026676,0.026451,2.320263,0.0003041064,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_9_054321,2,1,1,17,17,288,5,5,288,1,1,7,7,288,1,0,5,4,3,2,1,1,17,17,32,5,5,32,1,7,7,32,9.0,2566800.0,0.0109,100401.0,0.025668,0.027489,2.521927,0.0002797812,705600
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_012345,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,2,3,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0183,163412.0,0.034708,0.040659,2.221803,0.0006351564,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_012354,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,2,3,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0185,163980.0,0.034708,0.040659,2.197784,0.000642098,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_013245,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,3,2,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0188,168440.0,0.028455,0.049594,2.637979,0.000534954,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_013254,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,3,2,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0184,165237.0,0.028455,0.049594,2.695326,0.000523572,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_021345,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,1,3,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0183,162288.0,0.034708,0.040659,2.221803,0.0006351564,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_021354,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,1,3,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0183,162750.0,0.034708,0.040659,2.221803,0.0006351564,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_023145,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,1,2,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0192,166622.0,0.028455,0.049594,2.583021,0.000546336,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_023154,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,1,2,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0188,166451.0,0.028455,0.049594,2.637979,0.000534954,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_031245,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,3,1,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0189,167133.0,0.027562,0.051201,2.709048,0.0005209218,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_031254,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,3,1,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.019,165733.0,0.027562,0.051201,2.694789,0.000523678,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_032145,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,2,1,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0191,166625.0,0.027562,0.051201,2.680681,0.0005264342,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_032154,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,2,1,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0188,166346.0,0.027562,0.051201,2.723457,0.0005181656,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_034512,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,1,2,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4944324.0,0.0144,128024.0,0.049443,0.028542,1.982083,0.0007119792,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_034521,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,1,2,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4944342.0,0.0146,128066.0,0.049443,0.028542,1.954932,0.0007218678,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_035412,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,1,3,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4944390.0,0.0143,127350.0,0.049444,0.028541,1.995874,0.0007070492,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_035421,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,1,3,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4944408.0,0.0141,127527.0,0.049444,0.028541,2.024184,0.0006971604,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_043512,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,2,1,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4943844.0,0.0143,126441.0,0.049438,0.028545,1.996154,0.0007069634,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_043521,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,2,1,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4943862.0,0.0144,127008.0,0.049439,0.028544,1.982222,0.0007119216,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_045312,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,3,1,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4941048.0,0.0145,127541.0,0.04941,0.028561,1.969724,0.000716445,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_045321,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,3,1,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4941066.0,0.0144,127519.0,0.049411,0.02856,1.983333,0.0007115184,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_053412,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,2,3,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4943844.0,0.0144,127579.0,0.049438,0.028545,1.982292,0.0007119072,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_053421,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,2,3,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4943862.0,0.0145,128053.0,0.049439,0.028544,1.968552,0.0007168655,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_054312,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,3,2,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4941048.0,0.0143,126958.0,0.04941,0.028561,1.997273,0.000706563,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_10_054321,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,3,2,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4941066.0,0.0147,127556.0,0.049411,0.02856,1.942857,0.0007263417,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_012345,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,2,3,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0185,161867.0,0.034708,0.040659,2.197784,0.000642098,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_012354,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,2,3,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0187,163192.0,0.034708,0.040659,2.174278,0.0006490396,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_013245,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,3,2,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0191,166591.0,0.028455,0.049594,2.596545,0.0005434905,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_013254,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,1,3,2,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0185,165907.0,0.028455,0.049594,2.680757,0.0005264175,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_021345,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,1,3,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.018,162939.0,0.034708,0.040659,2.258833,0.000624744,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_021354,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,1,3,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,3470760.0,0.0179,161654.0,0.034708,0.040659,2.271453,0.0006212732,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_023145,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,1,2,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0186,165007.0,0.028455,0.049594,2.666344,0.000529263,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_023154,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,1,2,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2845506.0,0.0187,167248.0,0.028455,0.049594,2.652086,0.0005321085,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_031245,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,3,1,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0189,166310.0,0.027562,0.051201,2.709048,0.0005209218,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_031254,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,2,3,1,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0184,165593.0,0.027562,0.051201,2.782663,0.0005071408,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_032145,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,2,1,4,5,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0189,165864.0,0.027562,0.051201,2.709048,0.0005209218,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_032154,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,3,2,1,5,4,1,11,11,96,5,5,96,1,7,7,96,6.0,2756184.0,0.0187,165046.0,0.027562,0.051201,2.738021,0.0005154094,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_034512,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,1,2,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4944324.0,0.0147,128153.0,0.049443,0.028542,1.941633,0.0007268121,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_034521,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,1,2,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4944342.0,0.0146,128066.0,0.049443,0.028542,1.954932,0.0007218678,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_035412,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,1,3,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4944390.0,0.0144,127278.0,0.049444,0.028541,1.982014,0.0007119936,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_035421,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,1,3,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4944408.0,0.0141,127527.0,0.049444,0.028541,2.024184,0.0006971604,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_043512,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,2,1,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4943844.0,0.0143,127083.0,0.049438,0.028545,1.996154,0.0007069634,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_043521,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,2,1,3,1,11,11,96,5,5,96,1,7,7,96,6.0,4943796.0,0.0145,127813.0,0.049438,0.028545,1.968621,0.000716851,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_045312,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,3,1,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4941114.0,0.0146,127509.0,0.049411,0.02856,1.956164,0.0007214006,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_045321,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,3,1,2,1,11,11,96,5,5,96,1,7,7,96,6.0,4941132.0,0.0143,127236.0,0.049411,0.02856,1.997203,0.0007065773,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_053412,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,2,3,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4943778.0,0.0145,126674.0,0.049438,0.028545,1.968621,0.000716851,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_053421,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,2,3,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4943796.0,0.0146,128366.0,0.049438,0.028545,1.955137,0.0007217948,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_054312,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,4,5,3,2,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4941048.0,0.0143,126958.0,0.04941,0.028561,1.997273,0.000706563,1411200
mobilenetv3_small_permute_depthwise_conv2d_multiplier_11_054321,1,1,1,11,11,576,5,5,576,1,1,7,7,576,1,0,5,4,3,2,1,1,11,11,96,5,5,96,1,7,7,96,6.0,4941066.0,0.0142,127151.0,0.049411,0.02856,2.011268,0.0007016362,1411200
